"GameID","LeagueIndex","Age","HoursPerWeek","TotalHours","APM","SelectByHotkeys","AssignToHotkeys","UniqueHotkeys","MinimapAttacks","MinimapRightClicks","NumberOfPACs","GapBetweenPACs","ActionLatency","ActionsInPAC","TotalMapExplored","WorkersMade","UniqueUnitsMade","ComplexUnitsMade","ComplexAbilityUsed","MaxTimeStamp"
5831,3,17,28,200,91.6326,0.003639221,9.16e-05,1.53e-05,0.000198364,9.92e-05,0.003250122,41.6,66.9953,4.3216,0.000175476,0.0006485,4.58e-05,0,0,131072
5833,1,19,14,100,50.5584,0.002709641,0.000399315,0.00011409,2.85e-05,2.85e-05,0.002224758,79.1688,91.1795,3.0769,0.000285225,0.00059897,5.7e-05,0,0,35060
5836,6,24,8,450,87.354,0.002623615,0.000451506,6.1e-05,7.32e-05,0.000451506,0.003197149,39.0958,81.0229,4.5076,0.000292869,0.0011593,0.000122029,1.22e-05,4.88e-05,81948
5838,3,24,4,250,56.8356,0.001384895,0.000148004,6.34e-05,2.11e-05,1.06e-05,0.001998055,63.5745,97.4392,4.8148,0.000211434,0.00066602,6.34e-05,0,0,94592
5840,4,18,28,750,102.786,0.002603204,0.000169439,7.7e-05,0,0.000631547,0.003635243,49.1234,56.7966,4.6822,0.000508318,0.0013401,0.000107825,4.62e-05,6.16e-05,64920
5847,5,29,8,365,85.7166,0.002514045,0.000407303,7.02e-05,8.43e-05,0.000337079,0.004241573,35.2558,55.2185,3.2649,0.000379213,0.0010253,0.00011236,0,0.00016854,71200
5854,5,23,16,600,134.3874,0.006020117,0.000436858,4.26e-05,2.13e-05,0.000362273,0.005498018,36.2408,46.8992,3.6008,0.000308997,0.0011188,0.000106551,4.26e-05,0.00015983,93852
5855,5,22,28,1300,159.927,0.006566028,0.000225004,8.18e-05,4.09e-05,0.000695467,0.002700049,18.8702,54.0909,8.7803,0.000368189,0.00055228,0.000143184,0,0,48888
5856,6,21,30,1000,201.7314,0.010571042,0.000470478,0.000117619,0.000132322,0.000882145,0.004440132,33.8472,41.6026,6.1623,0.000367561,0.0012791,0.000102917,0,0,68016
5859,6,16,36,2600,88.5684,0.002438607,0.000299478,0.000106956,4.28e-05,4.28e-05,0.003294259,33.9346,64.3896,4.2273,0.000299478,0.00057756,0.000106956,0,0,46748
5860,6,20,6,400,118.983,0.001465003,0.000149213,8.14e-05,0.000271297,0.000854585,0.004774824,29.3675,50.0227,4.3864,0.000325556,0.0012887,8.14e-05,0,0,73720
5861,4,21,6,400,97.0002,0.001904306,0.000205255,5.7e-05,6.84e-05,0.000125433,0.005040139,27.8005,53.6199,3.3145,0.000193851,0.00069558,0.000102627,4.56e-05,0.00015964,87696
5864,5,17,6,400,73.9686,0.001281691,0.000228246,1.76e-05,0.000280919,0.000333591,0.002633612,49.3691,67.9467,4.8867,0.000316033,0.0011939,8.78e-05,0,0,56956
5870,3,26,6,500,85.9506,0.001869765,0.000373953,4.99e-05,0.000216062,0.000357333,0.00255119,53.5556,88.4691,6.1987,0.000249302,0.0012299,6.65e-05,0,0,120336
5871,5,22,16,1000,134.6574,0.006390141,0.000542021,4.28e-05,0.000171164,0.000199692,0.003722828,34.8308,49.3333,5.2414,0.000342329,0.00089861,8.56e-05,0.000313802,0.00044217,70108
5873,1,19,16,20,65.9064,0.00096642,0.000209585,4.66e-05,0,0.000302734,0.002154068,40.3478,96.8432,5.427,0.000209585,0.00050068,8.15e-05,0,9.31e-05,85884
5877,5,21,2,25,75.3972,0.001904938,0.000194193,3.7e-05,0.000147956,0.000332902,0.003957832,57.6674,57.785,3.1192,0.000314407,0.0005086,3.7e-05,0,2.77e-05,108140
5880,4,17,24,500,122.571,0.002839998,0.000366451,3.44e-05,0.000114516,0.000194677,0.003172095,29.2029,50.9314,6.509,0.00028629,0.00062984,5.73e-05,0,0,87324
5882,6,20,10,1000,69.006,0.000611728,6.55e-05,6.55e-05,0,0.000131085,0.003036791,37.3913,71.3669,4.1655,0.000284016,0.00050249,8.74e-05,0,0,45772
5883,1,33,12,30,46.542,0.001088617,0.000238732,2.86e-05,9.55e-06,0.000114591,0.002320474,58.2149,111.0288,3.4691,0.000190985,0.00041062,5.73e-05,0,0,104720
5888,5,24,14,600,107.073,0.000264945,3.61e-05,0,0.000216773,0.000481719,0.003022785,40.176,58.9801,6.3665,0.000313117,0.0015295,9.63e-05,1.2e-05,1.2e-05,83036
5892,5,24,10,600,128.706,0.006849315,0.000466184,0.000107581,0,0.000340673,0.00247436,39.5912,65.5362,7.2464,0.000286882,0.0009503,0.000107581,0,0.00010758,55772
5901,5,19,6,400,234.9972,0.015876647,0.000343155,9.15e-05,0,0,0.003431552,19.8658,40.16,8.2467,0.000366032,0.00057193,0.000114385,0,0,43712
5903,3,23,12,150,140.796,0.001992453,0.000241509,2.26e-05,9.06e-05,0.000716981,0.004528302,27.3389,44.8267,5.0783,0.000256604,0.0009283,4.53e-05,0,0,132500
5905,5,19,6,80,108.3318,0.005102041,0.000514319,8.23e-05,8.23e-05,0.000308591,0.00269503,39.8154,77.0076,5.5267,0.000349737,0.0013578,8.23e-05,0,0,48608
5907,4,27,8,300,105.555,0.001556339,0.00025939,6.05e-05,0.000121049,0.000985682,0.003752507,28.0185,65.9631,5.0991,0.000242097,0.00063118,6.92e-05,0,0,115656
5908,4,24,2,800,107.4966,0.002305428,0.000443063,3.75e-05,0.000105134,0.000195248,0.003191553,25.8679,50.9835,5.5741,0.000202758,0.0006308,4.51e-05,0.000307891,0.00026283,133164
5911,4,21,20,450,84.3522,0.00243596,0.000462943,6.61e-05,4.41e-05,0.000143292,0.00370354,45.3134,57.0238,3.753,0.000242494,0.00089282,7.72e-05,9.92e-05,0.00027556,90724
5915,6,27,10,800,184.6992,0.005027488,0.000623915,7.23e-05,0.000135634,0.002821181,0.004638672,20.9219,40.4756,6.5926,0.000271267,0.0011032,6.33e-05,0.000117549,0.00026223,110592
5916,4,26,10,250,140.8314,0.01553658,0.000265259,7.58e-05,0.000113682,0.000113682,0.00258943,46.8235,82.1463,4.3951,0.000214733,0.00089683,7.58e-05,0,0,79168
5925,5,17,24,2400,104.8164,0.001044447,0.000435186,1.93e-05,9.67e-06,0.000135391,0.003936018,31.6158,47.1057,4.6364,0.000222429,0.00098642,8.7e-05,6.77e-05,0.00024177,103404
5926,4,25,16,2000,57.7134,0.000352894,7.56e-05,5.04e-05,2.52e-05,2.52e-05,0.002293809,41.5556,86.1978,4.5495,0.000277274,0.00027727,5.04e-05,0,0,39672
5927,3,18,10,365,67.3992,0.000859521,0.000256348,3.02e-05,0,0,0.003513481,47.9655,61.8369,3.382,0.000196031,0.00054286,9.05e-05,0,0.00013571,66316
5928,5,17,12,610,180.5166,0.006831713,0.000406905,5.35e-05,0.000117788,0.000256992,0.004572322,35.8592,47.7845,5.7986,0.0002677,0.0023665,7.5e-05,0,1.07e-05,93388
5929,4,31,8,500,50.6712,0.001199616,0.000491271,4.57e-05,0.000217073,0.000297048,0.002524906,55.7455,92.8145,3.4434,0.000171374,0.00065122,6.85e-05,0,6.85e-05,87528
5931,4,24,2,125,89.5452,0.001281927,0.00026606,6.05e-05,0,0.000374903,0.002624323,55.0741,77.2535,6.2212,0.000314435,0.0014996,7.26e-05,0,0,82688
5933,1,22,2,300,46.6974,0.000257308,0.000257308,7.72e-05,0,0.000205846,0.002238576,49.3023,105.931,3.8851,0.000308769,0.00043742,0.000102923,0,5.15e-05,38864
5934,6,18,14,730,268.0194,0.007906117,0.00072624,5.78e-05,2.48e-05,0.000833526,0.005719143,13.2659,30.3896,7.0317,0.000198066,0.0014855,4.95e-05,0,1.65e-05,121172
5943,5,21,10,730,85.9692,0.006196455,0.000134706,2.69e-05,5.39e-05,0.000390646,0.003044345,42.6489,88.354,3.3097,0.00024247,0.00067353,8.08e-05,5.39e-05,8.08e-05,74236
5947,6,23,12,730,104.7942,0.00278088,0.000346214,5.58e-05,8.93e-05,0.001083315,0.003439803,36,56.026,5.0325,0.00036855,0.00090462,8.93e-05,0,0.0002122,89540
5948,5,28,6,200,105.7638,0.003828263,0.000527289,3.61e-05,0.001083471,0.000729537,0.00393661,30.2353,52.756,4.2165,0.000238364,0.00041894,9.39e-05,0.000158909,0.00049117,138444
5950,2,23,12,500,76.212,0.00206912,0.000461358,0.000139805,0,8.39e-05,0.003089699,51.7818,84.3801,4.0995,0.000293591,0.00055922,8.39e-05,0,0.00011184,71528
5954,4,21,4,550,99.7878,0.002537594,0.00043468,4.7e-05,3.52e-05,0.000552162,0.003430451,38.3505,63.4247,4.8288,0.000293703,0.00064615,8.22e-05,0.000246711,4.7e-05,85120
5955,5,22,12,100,99.5784,0.001723049,0.000315673,6.58e-05,0.000105224,0.000341979,0.003880149,51.619,56.5831,4.4136,0.000341979,0.0018151,0.000105224,0.000263061,0.00059189,76028
5956,6,23,30,1400,195.1164,0.006301029,0.000895537,4.84e-05,0.000629296,0.000911673,0.004090425,27.4308,45.0178,8.0296,0.000233969,0.0016539,7.26e-05,0.000266241,0.00064543,123948
5962,6,21,10,700,105.3912,0.001842879,0.000449905,7.79e-05,9.52e-05,8.65e-05,0.00343485,30.2525,53.1587,5.529,0.000242256,0.00073542,7.79e-05,0.00025956,0.00070081,115580
5963,2,17,6,200,90.774,0.001694869,0.00048228,2.76e-05,0,0.000137794,0.003238163,32.188,59.234,4.8383,0.00023425,0.00079921,9.65e-05,0,0.00015157,72572
5968,6,20,20,730,188.1816,0.007408268,0.000661867,9.29e-05,1.16e-05,0.001045053,0.0045634,22.7347,44.8753,6.3104,0.000255458,0.0015676,0.000116117,2.32e-05,1.16e-05,86120
5970,4,21,40,600,112.3794,0.003587935,0.00024325,6.08e-05,3.04e-05,0.000395281,0.002432498,44.9114,98.75,7.15,0.000364875,0.0010642,0.000121625,0,0,32888
5971,5,24,6,1100,75.3654,0.00219118,0.000445084,0.000136949,3.42e-05,0.000136949,0.002430841,62.9143,69.4648,5.0845,0.000513558,0.00068474,0.000102712,0,0,29208
5973,6,26,4,1000,143.7378,0.002718636,0.000257555,4.77e-05,0.000133547,0.000486493,0.005046169,30.9773,43.9395,4.7618,0.000352946,0.0013164,8.59e-05,0.00010493,0.00031479,104832
5978,5,18,6,750,126.9762,0.004552723,0.000416109,4.08e-05,2.45e-05,6.53e-05,0.004340589,40.8814,47.015,4.5282,0.000195816,0.00078326,4.08e-05,0,0,122564
5979,2,16,24,300,80.6448,0.000207168,0.000293488,0,0,0.00025896,0.003297424,46.5895,56.6283,4.5707,0.000310752,0.00089773,0.000103584,0,0.00022443,57924
5982,1,24,8,700,42.0726,0.001223915,0.00066759,1.24e-05,1.24e-05,0.000135991,0.002818712,63.207,95.8246,2.4254,0.000197804,0.00037088,6.18e-05,0,0,80888
5983,6,20,30,500,186.1218,0.007236251,0.001197724,0.000149716,2.5e-05,0.000548957,0.005264997,22.9905,39.9621,5.237,0.000499052,0.00054896,7.49e-05,0,0,40076
5987,6,21,8,300,178.8738,0.010862435,0.000632536,7.81e-05,0.000109327,0.000148373,0.006879803,31.0818,32.4586,3.3473,0.000281127,0.00065596,7.81e-05,3.9e-05,2.34e-05,128056
5988,4,26,4,500,78.9858,0.001484605,0.000252383,4.45e-05,7.42e-06,0.00031919,0.003741204,39.7853,66.7302,3.6687,0.000215268,0.0006458,7.42e-05,0,0,134716
5995,5,23,14,1200,120.6852,0.00335017,0.000515411,0.000103082,0,0.000206164,0.002937841,35.9646,57.5088,6.6667,0.000335017,0.00067003,0.000103082,0,0.00020616,38804
5997,6,16,6,400,201.9108,0.008554385,0.00059048,0.000105984,6.06e-05,0.000181686,0.005571705,12.6649,31.8913,5.3913,0.000272529,0.0013021,7.57e-05,0,0,66048
5998,5,19,4,400,100.3878,0.001173866,0.000385699,5.03e-05,8.38e-05,0.001542796,0.003672525,45.4495,52.0365,4.6712,0.00033539,0.00092232,8.38e-05,0,0,59632
6000,6,19,12,500,170.1384,0.011102575,0.000914545,5.49e-05,0.000466418,0.000292654,0.005103161,29.1059,45.2401,4.0986,0.000219491,0.00074993,8.23e-05,9.15e-06,0.00039325,109344
6002,3,16,12,1256,192.3036,0.00834528,0.000614376,0.00025599,0,0.000127995,0.00363506,27.7447,39.0704,7.6197,0.000409584,0.00079357,7.68e-05,0,0,39064
6004,5,21,10,200,160.0782,0.00307395,0.000373265,4.39e-05,8.05e-05,0.000256163,0.00444259,27.3465,40.7974,6.0675,0.000212249,0.0014199,4.39e-05,3.66e-05,8.78e-05,136632
6011,4,25,8,300,113.9784,0.00082689,0.000236254,3.22e-05,0.000118127,0.000386598,0.003554553,37.4788,59.4683,5.7885,0.000204038,0.0024592,7.52e-05,0,0,93120
6012,4,26,6,500,66.222,0.001220636,0.00040304,5.76e-05,1.15e-05,0.000506679,0.002533395,45.4612,74.2364,4.4682,0.000195762,0.00094427,0.000103639,5.76e-05,6.91e-05,86840
6019,4,18,8,700,192.8466,0.01040569,0.000728837,6.15e-05,5.27e-05,0.001053741,0.004899895,26.4632,39.8853,5.2832,0.000342466,0.00062346,6.15e-05,0,0,113880
6020,5,22,10,9000,106.0056,0.003568862,0.000634731,9.58e-05,0.000946108,0.00057485,0.003616766,28.6645,55.9603,4.6159,0.000299401,0.001018,9.58e-05,0,0.00015569,83500
6022,4,24,20,1880,138.2688,0.002788577,0.00053226,5.79e-05,0.000323984,0.000428122,0.003262983,36.5836,57.2482,7.344,0.000242988,0.0016083,8.1e-05,0,0,86424
6034,6,22,24,700,164.3844,0.005406482,0.000490106,6.13e-05,9.19e-05,0.000566685,0.006187588,19.5732,38.4059,4.0198,0.000336948,0.0021748,0.000122526,0,0,65292
6039,6,21,28,1200,176.8704,0.005371552,0.000539501,9.38e-05,0,0.000762338,0.004667855,24.4332,37.9497,6.2663,0.000281479,0.0014426,0.000105555,0.000175924,0.00030494,85264
6040,4,25,10,400,214.2684,0.010149919,0.000445705,8.1e-05,0.000121556,0.001175041,0.002329822,26.4912,62.087,12.9652,0.000243112,0.00066856,0.000101297,0,0,49360
6043,4,23,4,400,76.5978,0.001726968,0.000273579,6.84e-05,5.13e-05,0.000376171,0.002855482,55.2289,85.3653,4.503,0.000170987,0.00070105,8.55e-05,0,0,58484
6046,6,21,14,360,160.0704,0.010237925,0.000307833,5.96e-05,0.000119161,6.95e-05,0.003912456,29.5369,51.1371,5.2234,0.000178742,0.00096322,6.95e-05,0,0,100704
6047,5,20,2,250,117.7332,0.004347193,0.00060715,1.21e-05,9.71e-05,8.5e-05,0.003266466,28.1045,54.9145,5.5093,0.000218574,0.00102,8.5e-05,0,0.00013357,82352
6048,4,29,8,320,85.7076,0.001911215,0.000369119,7.38e-05,1.64e-05,3.28e-05,0.003953672,57.2141,59.0954,3.7842,0.000295295,0.0011566,8.2e-05,0.000164053,0.00022967,121912
6052,5,24,20,1500,84.0438,0.001381931,0.000273507,1.44e-05,2.88e-05,7.2e-05,0.003440433,17.8151,59.0795,4.3515,0.000316693,0.00069097,8.64e-05,0,0.00024472,69468
6055,6,16,36,1000,200.8446,0.011853484,0.000793015,6.68e-05,9.18e-05,0.000609369,0.005150422,31.4221,40.1686,4.9222,0.000267121,0.001369,6.68e-05,0.000242078,0.00025043,119796
6056,4,22,10,700,106.215,0.001419468,0.000254141,3.1e-05,4.34e-05,0.001134335,0.003719131,33.9032,58.6467,5.02,0.000291332,0.0013327,5.58e-05,8.06e-05,0.00049588,161328
6059,4,17,6,500,97.7304,0.000132172,0.000101073,2.33e-05,9.33e-05,0.000233245,0.003350956,24.8093,56.826,5.348,0.00024102,0.00082413,6.22e-05,0,0,128620
6066,5,16,10,600,117.7638,0.005293743,0.000636841,9.95e-05,0.00015921,0.000179112,0.003641936,28.2418,51.9126,4.7049,0.000298519,0.0014727,9.95e-05,0,0.00017911,50248
6067,2,33,4,100,98.2176,0.001559042,0.000100583,4.02e-05,2.01e-05,0.000472742,0.002735868,33.3432,77.0294,6.2978,0.0002414,0.00089519,6.04e-05,0,0,99420
6068,6,20,28,800,158.8896,0.005861116,0.000334284,0.000100285,0.001002853,0.000267427,0.003621412,36.0741,49.9938,6.5262,0.000289713,0.0010586,0.000111428,0.000100285,0.00030086,89744
6070,3,19,8,200,118.9374,0.004121152,0.000347567,2.48e-05,2.48e-05,0.000893744,0.003140516,32.4762,57.3123,5.9684,0.000273088,0.0020357,7.45e-05,0,0,80560
6071,5,19,10,500,151.203,0.00645906,0.000519897,6.17e-05,1.76e-05,0.000599203,0.004432343,33.4661,48.2386,4.9324,0.000246731,0.00098692,7.93e-05,0,0,113484
6072,6,26,20,840,139.4826,0.003815205,0.000568812,9.71e-05,0.000124861,0.001248613,0.003759711,24.563,54.1993,5.9594,0.000346837,0.0041204,9.71e-05,0.000180355,6.94e-05,72080
6074,3,18,80,200,146.52,0.006214995,0.000393043,9.83e-05,4.91e-05,0.000147391,0.002898693,35.4872,64.8136,7.3983,0.000270217,0.00044217,7.37e-05,0,0,40708
6079,6,21,14,2500,133.2012,0.006032699,0.000320778,4.14e-05,3.1e-05,0.000869205,0.003611341,36.4253,52.6877,5.5129,0.00040356,0.0010555,9.31e-05,0.000289735,0.0004553,96640
6082,3,19,14,500,76.632,0.00318659,0.000464153,2.68e-05,9.82e-05,7.14e-05,0.00323122,28.2438,72.8398,3.5331,0.000160668,0.00057127,4.46e-05,0,0,112032
6083,5,20,16,500,158.0088,0.007648184,0.000548828,0.000123929,0,0.000230154,0.004001133,31.2889,52.6372,5.5929,0.000354083,0.0016642,0.000106225,0,0,56484
6084,3,17,14,80,91.6848,0.000908894,0.000324605,7.57e-05,0,8.66e-05,0.003494915,31.5528,66.2663,4.7616,0.000183943,0.00070331,7.57e-05,0,0.00017312,92420
6085,6,26,6,288,119.5176,0.002863771,0.000453128,9.06e-05,0.000344378,0.000172189,0.006053795,31.8261,43.1317,3.1557,0.00028094,0.00089719,6.34e-05,0,0,110344
6094,4,17,14,730,137.7072,0.00158436,0.000229184,3.99e-05,4.98e-05,0.000358723,0.004713221,30.8814,45.7421,5.1839,0.0003089,0.0012954,0.00010961,0.000169397,0.00059787,100356
6098,4,17,12,750,96.0354,0.001318042,0.000256761,6.85e-05,5.14e-05,0.000427936,0.004142417,33.0788,49.6198,4.1074,0.000308114,0.0010442,0.000102705,0,0.00018829,58420
6099,4,19,10,730,172.5708,0.003996604,0.000102477,5.86e-05,2.93e-05,0.000131756,0.004362593,31.5556,46.0671,6.2785,0.000380629,0.0028254,7.32e-05,0,0,68308
6100,4,25,4,200,104.7372,0.00301082,0.000509644,4.7e-05,3.14e-05,0.000148973,0.00301082,43.3107,59.2604,5.7969,0.000337149,0.00045476,7.06e-05,0.000274424,0.00028226,127540
6102,4,25,24,800,66.417,0.001395667,0.000517889,3.51e-05,8.78e-06,0.000316,0.003607668,60.2829,64.983,3.1436,0.000272111,0.000474,6.14e-05,0,7.02e-05,113924
6107,6,16,42,1100,131.9886,0.009377048,0.000674608,4.82e-05,9.64e-05,0.000221657,0.003353764,30.9625,57.8506,4.8793,0.000318029,0.0008288,8.67e-05,0.000183108,0.00051077,103764
6109,5,21,10,2400,133.719,0.002275273,0.000431718,4.67e-05,3.5e-05,0.000688416,0.003628769,26.8,49.5048,6.7556,0.00030337,0.0014818,8.17e-05,0.000186689,0.00059507,85704
6111,6,21,24,1800,123.6084,0.003359203,0.000588826,7.72e-05,0.000144793,0.000415074,0.003861153,27.2381,50.49,5.3825,0.000250975,0.00093633,8.69e-05,0.000193058,0.00030889,103596
6113,4,28,24,500,126.2514,0.005846457,0.000657726,6.39e-05,9.14e-06,0,0.00360836,26.7208,59.8481,4.9316,0.000301458,0.0013703,7.31e-05,0,0,109468
6114,3,24,14,200,144.6222,0.001645449,0.000335585,5.41e-05,0,0.001363991,0.005131203,35.4588,41.7975,4.8439,0.000238157,0.0012016,8.66e-05,0,0,92376
6115,2,24,20,1000,80.5332,0.000533191,1e-04,1e-04,0.000399893,1e-04,0.001599573,37.2766,92.3333,9.1458,0.000333244,0.00029992,0.000133298,0,0,30008
6116,5,24,4,500,77.3016,0.001976648,0.00032178,0.00016089,0.00016089,0.000183874,0.002919003,51.873,84.6299,4.3701,0.000275811,0.00066654,9.19e-05,0,0,43508
6119,3,24,16,1260,85.9872,0,0,0,2.1e-05,0.00044101,0.003685581,39.8286,66.9744,4.188,0.000220505,0.001722,8.4e-05,0,1.05e-05,95236
6120,5,20,10,1000,130.764,0.006115807,0.000892435,0.000104992,0.000223109,6.56e-05,0.004265316,18.3951,51.1385,4.5815,0.000433094,0.00094493,0.000118116,5.25e-05,6.56e-05,76196
6123,4,23,30,450,94.9794,0.001405481,0.000274508,5.49e-05,0,0,0.00372233,43.4556,54.7611,4.4897,0.000197646,0.0008345,7.69e-05,0,4.39e-05,91072
6125,4,28,24,500,115.4178,0.008511042,0.000537873,0.000126558,0,1.58e-05,0.002942479,23.4378,64.2796,4.4355,0.000253116,0.00053787,0.000126558,1.58e-05,1.58e-05,63212
6126,6,21,28,1000,232.4004,0.023514606,0.000447109,0.000115917,4.97e-05,0.000430549,0.004255812,20.6562,47.0039,4.7977,0.000198715,0.0010598,8.28e-05,0,0,60388
6130,3,28,2,70,101.7978,0.001417592,0.000304607,5.86e-05,0.000257744,0.000585782,0.0028469,25.7355,69.07,6.251,0.000210881,0.0011481,8.2e-05,1.17e-05,0,85356
6133,3,26,10,500,82.3464,0.000441696,8.18e-05,0,0,0.000670724,0.002486586,28.3444,87.3947,6.2303,0.000343541,0.0016686,9.82e-05,0,1.64e-05,61128
6136,5,25,2,400,98.1156,0.001117041,0.000209445,5.43e-05,0.000775723,0.000255989,0.004219933,25.1197,51.1471,4.2059,0.000201688,0.0011326,6.21e-05,0,0,128912
6138,6,16,14,600,139.824,0.007269468,0.000373432,0.000124477,4.98e-05,0.000921131,0.003609839,43.8611,61.9862,5.1241,0.000224059,0.00079665,9.96e-05,0,0,40168
6143,2,16,10,300,94.0176,0.003115265,0.00049561,3.54e-05,0,1.77e-05,0.003575474,48.2189,60.8911,4.0545,0.00046021,0.0013452,0.000123903,8.85e-05,0,56496
6149,5,18,30,400,145.5672,0.00634853,0.000489987,0.00017043,8.52e-05,0.000234342,0.003792075,32.904,54.2247,5.6236,0.000553899,0.0013847,0.000127823,0,0,46940
6156,4,20,12,1500,106.554,0.002309133,0.000355251,3.23e-05,3.23e-05,0.000387547,0.00197003,40.3306,74.0328,9.4918,0.000226069,0.0014372,0.000113034,0,1.61e-05,61928
6157,6,26,24,1500,73.113,0.000371576,0.000176941,8.85e-05,0.000141553,0.000212329,0.002813363,25.1139,67.6981,4.9182,0.000212329,0.00072546,8.85e-05,0,0,56516
6159,5,20,12,500,131.7144,0.003286192,0.000440115,2.93e-05,0.000660173,0.000146705,0.003242181,41.2,68.6516,6.7602,0.000234728,0.0051493,8.8e-05,0,0,68164
6160,5,21,20,900,88.2372,0.002490928,0.000399779,1.54e-05,0.000199889,0.000107633,0.003029092,32.5714,66.0711,4.6954,0.00027677,0.0010148,9.23e-05,0,0,65036
6161,3,16,42,200,125.0886,0.004558455,0.000585945,6.95e-05,2.98e-05,0.000238351,0.004568387,46.5621,49.5913,4.0435,0.000327732,0.0025225,6.95e-05,0,0,100692
6164,6,19,12,1000,86.9178,0.000210013,0.000273017,0.000210013,0.000210013,2.1e-05,0.002436156,28.2435,71.2759,6.7931,0.000147009,0.0012601,0.000126008,0,0,47616
6167,6,19,12,900,173.9508,0.006656334,0.000526546,8.94e-05,8.94e-05,0.000109283,0.004659434,18.8718,39.71,5.6183,0.000377523,0.0008544,5.96e-05,0,0,100656
6169,6,24,8,250,71.1426,0.002035002,0.000407,0.00010175,0.00010175,0.000407,0.00246744,71.5,72.2887,4.299,0.000407,0.0013736,0.00010175,0,0,39312
6172,1,24,18,200,106.7454,0.00212154,0.000355963,8.54e-05,9.97e-05,0.000113908,0.003289099,42.087,61.316,5.3463,0.000270532,0.00059802,5.7e-05,0,0,70232
6177,7,21,6,500,115.7556,0.00269281,0.000477945,5.83e-05,0.000326401,0.000512916,0.004406416,20.4244,51.3333,4.3783,0.000256458,0.00071109,8.16e-05,0,0.00022149,85784
6180,3,18,8,250,122.7948,0.003503723,0.000610023,3.91e-05,0,0.000164237,0.004606457,42.3197,46.4312,4.2326,0.000242445,0.0007508,3.91e-05,0.000125133,7.82e-05,127864
6182,6,20,28,1100,252.3096,0.029758033,0.00026018,0.000162612,9.76e-05,0.000292702,0.002048914,23.7419,60.4444,8.7937,0.000390269,0.00094315,0.00013009,0,0,30748
6185,2,17,12,170,47.8536,0.000239682,7.99e-05,3.42e-05,0,0.000251096,0.002351169,57.2293,83.2233,4,0.000194028,0.00066198,7.99e-05,0.000159788,0.00031958,87616
6186,6,22,24,1600,139.3404,0.003334921,0.000321582,4.76e-05,0.000202477,0.000714626,0.003525488,49.2339,59.0811,6.3615,0.000250119,0.0015126,5.96e-05,0,0,83960
6189,3,21,8,400,102.195,0.001469221,0.000132811,8.3e-05,0,4.98e-05,0.00315426,37.277,68.3053,5.7947,0.000174314,0.0011538,9.13e-05,0.000149412,0.00014111,120472
6197,6,22,10,600,220.3812,0.010826711,0.000832824,6.11e-05,0.000252139,0.001497555,0.005577628,23.4348,37.6329,5.8014,0.000213936,0.0016809,7.64e-05,0.000221577,0.00022158,130880
6198,6,18,8,500,168.7002,0.004973809,0.000667372,8.81e-05,0,0.000831067,0.005603405,22.7658,36.018,4.6067,0.000302206,0.0016118,0.000113327,0.000314798,0.00041553,79416
6206,6,16,28,400,148.1742,0.006152724,0.000474222,8.51e-05,2.43e-05,4.86e-05,0.004523346,34.566,55.129,4.7285,0.000243191,0.0019577,8.51e-05,0.000243191,0.00017023,82240
6215,5,17,20,500,119.6562,0.001361278,0.00016445,3.65e-05,9.14e-06,0.001205964,0.002786508,32.2632,65.8492,7.777,0.000301491,0.0011603,7.31e-05,0,0,109456
6216,3,17,42,450,88.0602,0.001772633,0.000254632,1.96e-05,0.000107729,0.000372155,0.002614878,48.9624,74.8614,5.8202,0.000235045,0.0014299,6.86e-05,0,0,102108
6217,1,17,10,700,62.0832,0.000297,0.0001485,0,0,0.000259875,0.002190377,50.5641,71.0508,5.3051,0.000259875,0.0016706,9.28e-05,0,0,53872
6218,6,20,16,1150,155.5842,0.006004664,0.000495531,4.86e-05,1.94e-05,0.000719005,0.004168286,29.8411,49.0163,5.4312,0.000301205,0.0019821,5.83e-05,0.000116595,0.00018461,102920
6219,2,19,16,400,79.2078,0.001372899,0.000168602,7.23e-05,1.2e-05,1.2e-05,0.00332386,52.9018,67.2754,4.0688,0.000252902,0.00071054,7.23e-05,0,0,83036
6224,3,21,24,400,89.4918,0.002533883,0.000456688,8.84e-05,1.47e-05,0.000368297,0.002460224,55.9277,95.1617,6.2575,0.000265174,0.0013995,0.000103123,7.37e-05,0.00033883,67880
6226,5,19,12,1200,137.292,0.002780988,0.000433401,4.51e-05,0.000397284,0.000803597,0.004243716,42.9424,57.7617,5.1638,0.000306992,0.0026094,5.42e-05,0,0,110752
6236,2,27,6,50,60.8982,0.002205882,0.000409664,6.3e-05,1.05e-05,7.35e-05,0.003140756,51.5168,74.4883,2.9331,0.000304622,0.00059874,4.2e-05,0,0,95200
6237,1,20,12,730,172.953,0.013986111,0.000666667,6.94e-05,8.33e-05,8.33e-05,0.004041667,35.2552,51.1065,4.5945,0.000236111,0.001375,8.33e-05,0,0.000625,72000
6241,4,17,20,250,164.5758,0.017912773,0.000389408,7.08e-05,1.77e-05,0.000708015,0.003132965,54.3409,72.113,4.2429,0.000300906,0.00061951,0.000106202,0,0.0002301,56496
6242,3,24,20,10260,76.5852,0.000779779,0.000196701,0,6.32e-05,0.000316127,0.002437688,42.948,84.634,5.9107,0.000189676,0.0004496,7.03e-05,0.000245876,0.00035828,142348
